id,project_is_approved
p166669,0.93688047
p005267,0.96469676
p216482,0.288215
p220659,0.9317918
p219548,0.34248763
p017698,0.49114895
p242756,0.99797326
p106309,0.9479016
p228303,0.8833108
p196940,0.9649291
p198892,0.8315447
p226846,0.9683239
p104554,0.98985803
p152306,0.81085193
p230685,0.9348963
p090023,0.970523
p216489,0.8377012
p196513,0.96434706
p054598,0.76465374
p002897,0.994672
p108330,0.80636567
p028143,0.80074835
p036719,0.96118486
p122152,0.9406868
p249357,0.81289643
p203970,0.8869349
p229272,0.59216577
p193975,0.9498006
p047179,0.88455486
p174574,0.93507606
p018118,0.9933532
p021908,0.49235725
p117242,0.9909671
p219794,0.86351883
p161193,0.4419768
p164362,0.8522318
p180470,0.97672844
p017065,0.9571845
p253387,0.6188238
p009247,0.9756195
p125711,0.638493
p195930,0.95286846
p142538,0.7563319
p139718,0.91190636
p000705,0.9792473
p256022,0.18019068
p142837,0.84538853
p074777,0.37321132
p167908,0.90977174
p162945,0.9157268
p220647,0.7296487
p164811,0.980347
p205541,0.87762296
p161535,0.9211072
p122997,0.9786345
p131669,0.83180916
p024643,0.95708036
p254231,0.5785785
p138235,0.9580771
p239419,0.55223393
p000677,0.908646
p119996,0.95435476
p093282,0.88941777
p045594,0.96024895
p032875,0.96899337
p001123,0.84671175
p256166,0.8661407
p160151,0.8261882
p000477,0.98854274
p228499,0.8912648
p118208,0.5258642
p126428,0.9627196
p160633,0.91872805
p188167,0.5868596
p045132,0.95024216
p158921,0.9204523
p073299,0.90639144
p200967,0.86753255
p067672,0.9142434
p073791,0.8679429
p208831,0.88724935
p211598,0.9375451
p197023,0.9417508
p211126,0.8518516
p018138,0.7292889
p224457,0.8296436
p194257,0.94404477
p253351,0.97112817
p134716,0.9978153
p164080,0.5377076
p098754,0.96413916
p180206,0.9296349
p076342,0.98340404
p008578,0.9545331
p257823,0.98008364
p184451,0.98707294
p041208,0.8953017
p252416,0.90538865
p233371,0.9916743
p139225,0.7687963
p170203,0.92499465
p127558,0.9053901
p036556,0.91320246
p141306,0.7558653
p212820,0.7217606
p123644,0.99340284
p069733,0.96681416
p239300,0.9639093
p062670,0.97398186
p242493,0.23424312
p250825,0.9676837
p103155,0.9663367
p143760,0.9787952
p236103,0.2503668
p167594,0.9671224
p017775,0.40186444
p153930,0.9500949
p025173,0.7879673
p189128,0.94912684
p197249,0.9865173
p026224,0.92980134
p217185,0.8600956
p100969,0.7413853
p042444,0.92704666
p214755,0.8026479
p032690,0.5197011
p188275,0.94980067
p221680,0.91175413
p068276,0.86242867
p169798,0.9648126
p129884,0.95598304
p240258,0.6810238
p194877,0.9729182
p004756,0.9793326
p070394,0.92000407
p007655,0.8935148
p086959,0.8751295
p010575,0.923391
p126710,0.9576789
p034166,0.94241315
p161569,0.962203
p077497,0.40917835
p018979,0.8266185
p048375,0.59360707
p039891,0.9407703
p070125,0.77160084
p183459,0.85497254
p090046,0.89331424
p199496,0.9481552
p119863,0.57539153
p013398,0.9071124
p018584,0.95503247
p141388,0.9398238
p110011,0.94629747
p014929,0.9887105
p245578,0.8526616
p192739,0.89175856
p142306,0.98844767
p216147,0.6539262
p015172,0.94746256
p001607,0.3274074
p198294,0.7937904
p098458,0.7987816
p189003,0.9337571
p128309,0.99339896
p220434,0.9339465
p253610,0.84320766
p054299,0.9654379
p119776,0.95724356
p185201,0.94642437
p097126,0.96259415
p254354,0.9593647
p202305,0.5963888
p043388,0.9724962
p191577,0.96924955
p051320,0.8518651
p229213,0.7806679
p193328,0.9428164
p091122,0.9811021
p125787,0.99337137
p204291,0.97359353
p221359,0.9704281
p106690,0.9641639
p158156,0.9789748
p149920,0.92742956
p055834,0.929674
p228383,0.98615676
p000930,0.9406829
p024440,0.9058021
p167429,0.6550287
p044096,0.93639183
p102850,0.816164
p112850,0.9513699
p056493,0.9720305
p019955,0.9301435
p110593,0.9959717
p225397,0.8609438
p127805,0.942115
p067074,0.77802145
p230199,0.9414253
p114692,0.9826337
p195629,0.58765066
p239824,0.94742316
p065382,0.98671925
p247684,0.9000023
p191364,0.97149086
p061462,0.98650914
p092353,0.9859827
p101866,0.93339217
p215519,0.9210472
p154654,0.8154807
p260091,0.8052454
p015600,0.77763516
p101555,0.97724277
p030415,0.36820465
p100033,0.93927115
p040536,0.9877388
p228209,0.92965716
p036470,0.9813259
p154339,0.9815979
p217791,0.9351548
p082128,0.9801625
p131378,0.9174671
p107780,0.9015195
p035576,0.95154035
p019681,0.97382915
p193989,0.96332943
p042195,0.8177767
p079588,0.9874884
p021562,0.9568242
p127653,0.9431631
p181262,0.23337808
p019465,0.35895172
p023465,0.9852842
p178555,0.87904245
p185744,0.8357722
p156302,0.9801928
p060581,0.9723999
p121165,0.80573356
p190190,0.96556103
p006194,0.9641825
p253022,0.9518336
p183839,0.9762236
p063471,0.9376526
p062786,0.8419651
p239165,0.97262204
p238931,0.89583176
p229131,0.95565
p152727,0.95960826
p192383,0.8525709
p207358,0.95994294
p200555,0.92857856
p034590,0.617096
p009393,0.9754608
p077134,0.91655695
p027716,0.8404048
p164436,0.20986977
p237041,0.9635086
p244977,0.99177074
p015199,0.89158374
p238234,0.8155681
p172406,0.9033961
p093767,0.9276811
p236805,0.94601166
p143146,0.941456
p154315,0.9696535
p055977,0.97241557
p124866,0.9636114
p140431,0.9592024
p171300,0.9754323
p052681,0.95343333
p111205,0.9627932
p143452,0.7803413
p204377,0.16938502
p226054,0.91926193
p068477,0.88999254
p200295,0.9612379
p171615,0.9054127
p114656,0.90176123
p026574,0.933224
p163586,0.98011047
p118945,0.88185805
p224694,0.98892105
p099137,0.9281823
p126570,0.9644288
p031591,0.945316
p219289,0.9703889
p146718,0.9254902
p113065,0.92202204
p042589,0.9140177
p041110,0.94768095
p201299,0.95719564
p190705,0.43876085
p079003,0.81776476
p230929,0.9192373
p157180,0.9320467
p229576,0.7490672
p119820,0.90815574
p155187,0.96033794
p021642,0.9664815
p201346,0.96930885
p041535,0.9949905
p048194,0.96961623
p045872,0.3658598
p145672,0.9599017
p079763,0.9486904
p090529,0.96064395
p079489,0.96691
p241958,0.96465623
p139038,0.96318406
p030968,0.9532418
p167999,0.94124776
p118037,0.82714987
p182750,0.97621536
p170911,0.9631769
p080399,0.941099
p198326,0.28433743
p030871,0.72439086
p163639,0.7835965
p107241,0.98860806
p006253,0.97304904
p145007,0.9427341
p038348,0.8964588
p131095,0.9877176
p209528,0.99263304
p231783,0.976038
p063865,0.49597126
p019342,0.8188361
p031990,0.9835056
p112563,0.7804843
p222229,0.95910615
p224964,0.9137422
p204487,0.909485
p174728,0.9830195
p003270,0.93558186
p109599,0.99174297
p148696,0.7751667
p229967,0.9840897
p122994,0.7281851
p256403,0.81095666
p255220,0.9852966
p257414,0.97835416
p124691,0.81057227
p001820,0.38165554
p084275,0.92193
p081536,0.95987064
p019308,0.53589755
p073307,0.9742144
p123727,0.90792024
p045697,0.91288584
p146023,0.7775835
p112150,0.45533103
p121649,0.92507493
p236832,0.8938328
p052594,0.90641356
p191245,0.976161
p085039,0.9724808
p193671,0.9633838
p252611,0.8343693
p104799,0.9837259
p000382,0.94711936
p256112,0.9287354
p009659,0.9422697
p067939,0.5432645
p053693,0.19541463
p100252,0.95360166
p088079,0.81435186
p149128,0.52041644
p196349,0.98238385
p210314,0.9502999
p127024,0.90655243
p161518,0.9740628
p174621,0.6557505
p078032,0.9619705
p018399,0.90017587
p245709,0.975992
p185976,0.8690399
p124897,0.96018076
p003116,0.76647764
p049076,0.8981355
p167048,0.83927745
p091004,0.9776732
p215089,0.9709891
p086813,0.8144388
p229598,0.72322685
p254272,0.62734354
p019760,0.9829041
p087162,0.8705492
p109430,0.9308429
p209272,0.91906726
p215938,0.94490165
p164888,0.46653014
p175558,0.9537171
p255289,0.95050013
p198662,0.93135387
p074491,0.9790203
p053360,0.9365835
p059542,0.9927441
p015041,0.9431523
p109619,0.6482561
p136720,0.7711997
p156449,0.82468826
p050213,0.9539881
p072515,0.6139213
p163671,0.92859614
p167889,0.24694428
p246642,0.3815111
p024765,0.30176908
p002356,0.92046416
p055678,0.99298537
p194005,0.9705453
p009386,0.962842
p235632,0.9590419
p067152,0.9377241
p118215,0.71543986
p142997,0.92987394
p065161,0.66966075
p221812,0.9848732
p227524,0.92360294
p112859,0.9377144
p160506,0.98888254
p105986,0.85350925
p065687,0.96533334
p012339,0.9838027
p204659,0.86965764
p241325,0.9180645
p075961,0.5021537
p015953,0.8500904
p230714,0.990877
p141378,0.76198906
p145170,0.9108788
p106252,0.9834749
p054648,0.96121836
p048738,0.96624917
p252959,0.918115
p211490,0.8035251
p026198,0.59064126
p214674,0.61808103
p249350,0.93935376
p076909,0.9921234
p174052,0.99155855
p033539,0.93693674
p009650,0.97747487
p244948,0.7132591
p132146,0.98756075
p175256,0.9498547
p113182,0.80890274
p030902,0.92128515
p056460,0.9244154
p115699,0.96244496
p021346,0.9416822
p028226,0.80949366
p137479,0.9860903
p051127,0.8902029
p100718,0.96713686
p245147,0.73679245
p019167,0.9093288
p259950,0.538286
p096516,0.8556946
p240494,0.96365225
p156395,0.9630376
p242239,0.9527408
p204928,0.9223825
p199220,0.588341
p021419,0.8607851
p023320,0.98100483
p250899,0.97984743
p105154,0.9611298
p240701,0.79368794
p164097,0.93710345
p179808,0.89344656
p002180,0.56082666
p175592,0.9866508
p042053,0.8878635
p174288,0.9378001
p106637,0.5009459
p048183,0.9668415
p109741,0.92198133
p013918,0.88682973
p237831,0.9869412
p121497,0.9491784
p062459,0.92614853
p035510,0.8071715
p077770,0.9800739
p109378,0.95770437
p103600,0.11981122
p167315,0.92734206
p211663,0.9082872
p080332,0.34113437
p142590,0.9439893
p006147,0.96656287
p135555,0.96141875
p212899,0.90804493
p148858,0.83477765
p064089,0.98055696
p028199,0.9806053
p198835,0.96800435
p101967,0.8917807
p083681,0.9742945
p093449,0.9650482
p064083,0.91900885
p251257,0.48952293
p146677,0.9547598
p178182,0.9023725
p234512,0.9247538
p238040,0.7507405
p115974,0.9103864
p175437,0.9872793
p004368,0.896694
p141944,0.93140393
p135672,0.98151827
p197318,0.2649893
p093556,0.8893713
p075908,0.9758789
p052036,0.956168
p103395,0.96040934
p123254,0.23946576
p217041,0.54321
p195862,0.879862
p129050,0.9043764
p259621,0.96165717
p202709,0.84710044
p029058,0.98357564
p148688,0.9872777
p210755,0.95516425
p220800,0.89796066
p062631,0.930484
p219594,0.8978095
p173530,0.55942506
p156771,0.9311779
p163567,0.65558493
p146589,0.9689156
p234374,0.9589839
p093332,0.9779776
p026253,0.8871584
p107465,0.7643275
p215202,0.9760374
p135949,0.9384335
p258496,0.9764961
p168793,0.95992804
p117741,0.9449288
p143063,0.7882275
p171840,0.9567629
p133732,0.47135133
p191630,0.9392859
p199367,0.94907606
p096324,0.9769743
p186551,0.92704976
p146293,0.94657326
p042052,0.9973098
p182384,0.5562815
p132355,0.9320285
p176943,0.9658537
p049493,0.9207342
p052944,0.9327121
p236537,0.9864601
p165178,0.97518855
p235973,0.989046
p212927,0.8912994
p056677,0.97476166
p008311,0.9898901
p240019,0.9255039
p058728,0.91690505
p250770,0.9663433
p135109,0.8413814
p039665,0.93666744
p131776,0.956168
p252316,0.89787465
p104925,0.9806383
p173054,0.8633394
p010009,0.57962084
p181534,0.9097122
p062057,0.9775106
p203151,0.38034192
p132414,0.9646556
p040748,0.96705055
p097466,0.98033446
p053658,0.68375635
p148479,0.94352734
p079180,0.92614806
p174464,0.9706009
p009333,0.97687197
p126227,0.8515766
p082908,0.9547035
p185263,0.9469735
p017464,0.9640134
p130594,0.9791301
p223657,0.88091624
p068518,0.80398035
p006868,0.9868976
p006006,0.633585
p174211,0.49974594
p242841,0.55593616
p093498,0.9649106
p236905,0.97241735
p166758,0.93423194
p213454,0.9824623
p082809,0.9327513
p106078,0.9844922
p163019,0.9267114
p153151,0.6033939
p209791,0.93573856
p082309,0.9925815
p086700,0.9581834
p181099,0.91507864
p236202,0.83621615
p201358,0.9627083
p005513,0.959373
p147120,0.32989216
p094390,0.9924936
p165037,0.87186795
p100367,0.9804594
p129558,0.29538578
p072290,0.9617411
p008159,0.9326951
p083962,0.9767507
p022917,0.9741176
p007867,0.89458245
p084134,0.9777957
p042347,0.82152414
p214814,0.40490526
p156539,0.9414779
p210842,0.9850646
p112628,0.7914571
p157013,0.9180192
p018282,0.945567
p046600,0.9566103
p168081,0.85638696
p172585,0.936114
p110679,0.46710405
p152333,0.9538906
p200086,0.69892985
p126054,0.77463543
p255338,0.91151255
p098897,0.9508892
p244843,0.97989225
p222064,0.9442404
p203876,0.9144222
p108878,0.9770883
p164732,0.875037
p036100,0.919635
p061362,0.9738181
p218301,0.70018846
p026676,0.98452586
p092953,0.94604623
p027706,0.98593014
p205579,0.9606887
p144943,0.95918024
p004031,0.8636633
p003334,0.961232
p184018,0.36173898
p085595,0.8911091
p029839,0.95557106
p038664,0.99139357
p257622,0.9740332
p076413,0.97985965
p202032,0.9912184
p054607,0.9650257
p049368,0.95483696
p053019,0.9591754
p054764,0.516163
p124686,0.9893054
p052092,0.9066513
p198468,0.9091085
p229775,0.90876466
p232089,0.37568358
p152168,0.50916785
p143895,0.8248868
p009943,0.9719936
p199494,0.7872101
p080616,0.8418501
p180641,0.97500944
p176253,0.8375618
p111428,0.9464733
p217814,0.9595097
p203056,0.96330225
p233253,0.6248642
p122033,0.91119546
p135652,0.90796995
p051985,0.98820716
p133142,0.935442
p046610,0.94198
p184312,0.98547935
p135503,0.8966982
p108237,0.98684233
p198296,0.7233542
p099916,0.91593
p038152,0.7055527
p240033,0.9878262
p227616,0.9956666
p007220,0.9676132
p093812,0.9659716
p224879,0.6973849
p165484,0.9416488
p055799,0.9631535
p026425,0.94754016
p025416,0.90614974
p228918,0.9602208
p072704,0.9385241
p242591,0.94983196
p119943,0.9753617
p141497,0.858689
p028323,0.9611325
p258017,0.9725442
p046248,0.9248104
p184423,0.97479475
p110558,0.9621194
p222598,0.19331157
p242130,0.99661714
p212552,0.868103
p061265,0.9858936
p212892,0.9760113
p000263,0.9478507
p005707,0.49074173
p257578,0.963599
p132752,0.99140996
p193619,0.97036856
p181500,0.88150895
p198328,0.9567887
p024358,0.8973812
p225338,0.8693379
p043665,0.96367484
p025337,0.5459217
p047202,0.9695811
p238928,0.7454622
p182065,0.5581168
p214984,0.89092237
p259171,0.6704563
p219974,0.57955134
p106463,0.98391306
p012049,0.9212662
p027272,0.9875576
p169971,0.5516934
p227655,0.965665
p097251,0.82286817
p221193,0.9591349
p113233,0.95582426
p211095,0.65830415
p128216,0.91084325
p175278,0.9165168
p101670,0.9965186
p160174,0.8915823
p023122,0.95362484
p217691,0.88346183
p124262,0.96679544
p076876,0.98962164
p142940,0.9718722
p241387,0.91906774
p202168,0.8777752
p129975,0.89550173
p258772,0.9790822
p008287,0.8486186
p117815,0.8817563
p191030,0.8882434
p020748,0.47384048
p235451,0.9463409
p088956,0.66320443
p073906,0.97945803
p235622,0.96613026
p012690,0.9084139
p077903,0.9996537
p224733,0.95919913
p102538,0.642181
p156755,0.76565117
p050023,0.9456603
p046265,0.7404591
p010880,0.9792539
p084378,0.929879
p205188,0.7132351
p070461,0.95632637
p252752,0.87993735
p150016,0.72141314
p123021,0.9239457
p010495,0.8597766
p029668,0.6077371
p059580,0.7158369
p208400,0.81324863
p216969,0.78103226
p063535,0.9485022
p118308,0.47992587
p247300,0.94739896
p158930,0.91054
p152281,0.9843839
p028093,0.99853134
p125936,0.9844984
p064148,0.99350435
p149541,0.93363154
p139952,0.95105267
p109617,0.82622087
p034822,0.9729923
p014699,0.9718339
p014641,0.93120825
p162090,0.9707922
p076842,0.9765093
p097266,0.93314105
p120238,0.9938304
p238932,0.8263383
p160617,0.87706596
p251743,0.90303916
p129889,0.38645086
p030330,0.52289295
p150340,0.9214098
p165932,0.9620492
p231253,0.964653
p159154,0.9621935
p205175,0.9717487
p140342,0.9834057
p209224,0.9440692
p239922,0.5204334
p162539,0.8588603
p258740,0.99094427
p209219,0.80901545
p033022,0.9588755
p178450,0.32694325
p230286,0.95738876
p129021,0.87785834
p149932,0.9075593
p193456,0.8675922
p205437,0.63404405
p000352,0.9246786
p179839,0.98985445
p005567,0.93340456
p123482,0.75763774
p232648,0.9087986
p028698,0.8638223
p000651,0.7437612
p024337,0.46141902
p073853,0.89865315
p156033,0.98139095
p252728,0.96682894
p107345,0.89595395
p013291,0.9340555
p105809,0.97018117
p011068,0.8914992
p153125,0.72874606
p093602,0.96380776
p069344,0.9625603
p184474,0.79959023
p205998,0.8670123
p187254,0.8541576
p193991,0.76561487
p062421,0.83180016
p149586,0.9347464
p216021,0.7716094
p028412,0.94642895
p017098,0.95060146
p034083,0.8667593
p104408,0.80465376
p107525,0.6983383
p146061,0.9135984
p075210,0.95824873
p089399,0.8327473
p231706,0.96070576
p214686,0.96155035
p211889,0.96684825
p074909,0.9465524
p125485,0.98004085
p082899,0.6477534
p058720,0.9640295
p010443,0.31887776
p152752,0.96348935
p253900,0.6623711
p101714,0.95096415
p180627,0.8832811
p153039,0.92971766
p174328,0.42915663
p054007,0.52779156
p201793,0.9613794
p072996,0.9632022
p157740,0.95873535
p240425,0.9393097
p001554,0.9759591
p003086,0.75315505
p058064,0.8999049
p224478,0.81762314
p080062,0.9800142
p083749,0.9605916
p161033,0.91556895
p246617,0.83516705
p088305,0.78654236
p220272,0.78326476
p234456,0.59610957
p156436,0.9359123
p202130,0.9425437
p097144,0.98942643
p018737,0.48095268
p126286,0.9384834
p058647,0.9406721
p106555,0.9879872
p057578,0.9581882
p043127,0.9768661
p034927,0.9890927
p058524,0.7747275
p168748,0.964402
p206750,0.8147944
p248130,0.9798266
p035018,0.96583444
p169391,0.88411075
p083112,0.9619487
p202286,0.7320324
p192109,0.96069634
p133135,0.96267617
p026299,0.96564025
p258347,0.9885769
p040729,0.9320742
p188993,0.95093745
p016795,0.7396285
p032225,0.9289385
p250317,0.9696242
p180493,0.85545474
p203657,0.9320094
p196760,0.9252318
p119786,0.824191
p110194,0.9475773
p124984,0.85540915
p200528,0.9845084
p148757,0.92782295
p119771,0.8557906
p156001,0.88964987
p173307,0.947976
p097241,0.9432661
p152963,0.970195
p151901,0.41100994
p039512,0.8400709
p236601,0.9410268
p144626,0.9600296
p195360,0.62763613
p196178,0.9321868
p204148,0.79042405
p033211,0.9536972
p214579,0.83651036
p083200,0.9368063
p038019,0.9233648
p143047,0.86286736
p025407,0.9119934
p246259,0.9277469
p033991,0.96511954
p089600,0.9837694
p229387,0.34262672
p078868,0.88782996
p084571,0.92181826
p056765,0.76449287
p208486,0.29401556
p120424,0.9200916
p149309,0.96493495
p055274,0.9710318
p204303,0.40394777
p001797,0.88459235
p078742,0.98507345
p177273,0.5814742
p165775,0.9664728
p181624,0.9059456
p213686,0.5268338
p224875,0.89090884
p179348,0.9839822
p089982,0.9316653
p027739,0.73263055
p002782,0.97728205
p242286,0.96930283
p175078,0.99485666
p060799,0.7894516
p170692,0.98143804
p064527,0.91971904
p063182,0.9778573
p023279,0.9116659
p226736,0.86281335
p210816,0.7639677
p044282,0.993979
p154832,0.93856496
p135641,0.95073384
p108089,0.9270493
p084075,0.9326512
p191571,0.96599597
p047514,0.980048
p114225,0.95990163
p070898,0.9745039
p246116,0.9814286
p027580,0.96662617
p066666,0.97017515
p021889,0.8619356
p124895,0.98586357
p071994,0.8511218
p181526,0.83508503
p202310,0.6387914
p210998,0.89753264
p247281,0.96870357
p129497,0.93450224
p074207,0.9287173
p083198,0.8842348
p063733,0.977049
p254342,0.88121045
p079973,0.9450077
p148038,0.51455563
p084200,0.97010106
p121988,0.9360196
p036858,0.95708436
p122826,0.9569402
p094792,0.897349
p237396,0.24777135
p014220,0.9489045
p253999,0.64195454
p231496,0.9499669
p176429,0.9852046
p114860,0.9583603
p175311,0.8906847
p142933,0.9859678
p065293,0.9611932
p202065,0.9344727
p131164,0.7171941
p185620,0.9683474
p240817,0.717289
p165875,0.97048473
p085007,0.89920175
p151149,0.80209386
p048699,0.8114804
p194263,0.97918683
p207113,0.9793223
p200992,0.89777184
p057235,0.8409047
p062474,0.91134626
p226940,0.9014745
p215128,0.53775173
p076179,0.9570614
p001014,0.9819978
p048091,0.9731129
p061792,0.96115005
p057044,0.9544817
p158598,0.97209996
p211912,0.9609731
p225693,0.99518174
p197261,0.9711338
p150510,0.8911182
p160947,0.98485434
p069225,0.99269325
p011137,0.8905029
p107244,0.9675355
p234447,0.8514096
p047072,0.8989418
p181609,0.92632806
p210597,0.9555995
p123938,0.9870844
p005650,0.9815197
p081426,0.88980025
p032931,0.65891004
p097343,0.92159814
p054055,0.6764271
p195262,0.8041792
p216085,0.96262616
p111739,0.84807074
p076660,0.97834384
p010846,0.9840115
p210703,0.8006851
p048532,0.98852557
p012574,0.98142844
p037166,0.9633583
p025645,0.9683741
p220045,0.6433277
p037191,0.94926184
p156979,0.9619007
p009476,0.9626025
p131975,0.99153817
p160093,0.8674135
p043614,0.6878867
p094101,0.97697383
p212249,0.7864518
p166774,0.7674722
p119080,0.64794135
p053839,0.9707967
p081969,0.71921885
p095209,0.96780604
p125908,0.9982694
p199530,0.88709337
p159593,0.9740361
p193748,0.91427547
p078415,0.98647755
p232852,0.7542113
p192111,0.9865839
p089726,0.8619553
p150567,0.7570426
p104036,0.9866518
p238668,0.99413586
p013808,0.5693192
p130266,0.7440661
p186814,0.9912866
p207071,0.98376673
p185148,0.9534465
p257572,0.15883937
p062058,0.5132308
p189944,0.90647113
p014437,0.93856114
p165221,0.8980621
p219688,0.9888725
p252550,0.95394075
p097206,0.5678419
p055364,0.95711786
p202751,0.9809548
p067136,0.9966463
p074809,0.9244666
p204292,0.96814287
p011462,0.99316275
p192627,0.9640788
p144987,0.9826784
p038673,0.9769255
p071422,0.4981315
p171097,0.91392624
p118137,0.94166744
p190415,0.85448694
p144865,0.15992025
p217735,0.9704555
p209084,0.9179524
p218669,0.88212824
p182810,0.9110484
p230229,0.988737
p238437,0.7904386
p087182,0.99249524
p137022,0.7758142
p113095,0.963596
p068007,0.8917324
p002739,0.96313107
p196787,0.42439517
p102268,0.8411199
p220136,0.9667905
p043340,0.9390377
p102125,0.9807781
p089174,0.417969
p200346,0.9700674
p063624,0.9592865
